id,الفعل الماضي,الجذر,باب الصرفي,اللزوم والتعدي,تم تدقيقه,تم إعادة تدقيقه,صحيح (الجذر حقيقي),المرجع ( المصدر ),المصدر
3310,خَدَجَ,خدج,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,1,1, لسان العرب,خَدْج
3311,خَدَّ,خدد,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,1,1, لسان العرب,خَدّ
3312,خَدَرَ,خدر,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,1,1, لسان العرب,خَدَر
3313,فَأَدَ,فءد,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,1,1, لسان العرب,فَأْد
3314,فَئِدَ,فءد,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,1, لسان العرب,فَأَد
3315,فَأَرَ,فءر,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,1,1, لسان العرب ,فَأْر
3316,فَأَسَ,فءس,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,1,1, لسان العرب ,فَأْس
3317,فَأَقَ,فءق,فَعَلَ يَفْعَلُ ( فتحتان ),لازم,0,1,1, لسان العرب ,فَأْق
3318,فَئِقَ,فءق,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,1, لسان العرب ,فَأَق
3319,فَأَمَ,فءم,فَعَلَ يَفْعَلُ ( فتحتان ),لازم,0,1,1, لسان العرب,فَأْم
3320,فَآ,فءو,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,1,1, لسان العرب,فَأْو
3321,فَأَى,فءي,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,1,1, لسان العرب,فَتْء
3322,فَتَأَ,فتء,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,1,1, لسان العرب,فَتَأ
3323,فَتِئَ,فتء,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,1, لسان العرب,فَتّ
3324,فَتَّ,فتت,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,1,1, لسان العرب ,فَتْح
3325,فَتَحَ,فتح,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,1,1, لسان العرب ,فَتْخ
3326,فَتَخَ,فتخ,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,1,1, لسان العرب ,فَتَخ
3327,فَتِخَ,فتخ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,1, لسان العرب ,فُتُور
3328,فَتَرَ,فتر,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,1,1, لسان العرب,فَتْر
3329,فَتَرَ,فتر,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,1,1, لسان العرب,خَدَر
3330,خَدِرَ,خدر,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,1, لسان العرب,فَتْش
3331,فَتَشَ,فتش,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,1,1, لسان العرب,فَتْغ
3332,فَتَغَ,فتغ,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,1,1, لسان العرب,فَتْق
3333,فَتَقَ,فتق,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,1,1, لسان العرب ,فُتُوق
3334,فَتَقَ,فتق,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,1,1, لسان العرب ,فَتَق
3335,فَتِقَ,فتق,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,1, لسان العرب ,فَتْك
3336,فَتَكَ,فتك,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,1,1, لسان العرب ,فُتُوك
3337,فَتَكَ,فتك,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,1,1, لسان العرب,فَتْل
3338,فَتَلَ,فتل,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,1,1, لسان العرب,فَتِل
3339,فَتِلَ,فتل,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,1, لسان العرب,فَتْن
3340,فَتَنَ,فتن,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,1,1, لسان العرب,فَتْو
3341,فَتَا,فتو,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,1,1, لسان العرب,فَتَاء
3342,فَتُوَ,فتو,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,1,1, لسان العرب ,فُتُوَّة
3343,فَتِيَ,فتي,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,1, لسان العرب ,فَتًى
3344,فَثَأَ,فثء,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,1,1, لسان العرب ,فَثْأ
3345,فَثِئَ,فثء,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,1, لسان العرب ,فَثَأ
3346,فَثَّ,فثث,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,1,1, لسان العرب,فَثّ
3347,فَثَجَ,فثج,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,1,1, لسان العرب,فَثَج
3348,فَثَغَ,فثغ,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,1,1, لسان العرب,فَثْغ
3349,فَجَأَ,فجء,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,1,1, لسان العرب,فَجْأ
3350,فَجِئَ,فجء,فَعِلَ يَفْعَلُ ( كسر فتح ),متعدي,0,1,1, لسان العرب,فَجَأ
3351,فَجَّ,فجج,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,1,1, لسان العرب ,فَجّ
3352,فَجَّ,فجج,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,1, لسان العرب ,فَجِيج
3353,فَجَرَ,فجر,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,1,1, لسان العرب ,فُجُور
3354,فَجَسَ,فجس,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,1,1, لسان العرب ,فَجْس
3355,فَجَشَ,فجش,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,1,1, لسان العرب,فَجْش
3356,فَجَعَ,فجع,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,1,1, لسان العرب,فَجْع
3357,فَجَلَ,فجل,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,0,1,1, لسان العرب,فَجْل
3358,فَجِلَ,فجل,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,1, لسان العرب,فَجَل
3359,فَجِمَ,فجم,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,1, لسان العرب,فَجِم
3360,فَجَا,فجو,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,1,1, لسان العرب ,فَجْو
3361,خَدَشَ,خدش,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,1,1, لسان العرب ,خَدْش
3362,فَجِيَ,فجو,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,1, لسان العرب ,فَجًى
3363,فَجِيَ,فجي,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,1, لسان العرب ,فَحْث
3364,فَحَثَ,فحث,فَعَلَ يَفْعَلُ ( فتحتان ),لازم,0,1,1, لسان العرب,فَحْج
3365,فَحَجَ,فحج,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,1,1, لسان العرب,فَحَج
3366,فَحِجَ,فحج,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,1, لسان العرب,فَحّ
3367,فَحَّ,فحح,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,0,1,1, لسان العرب,فَحِيح
3368,فَحَّ,فحح,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,1,1, لسان العرب,فَحْس
3369,فَحَسَ,فحس,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,1,1, لسان العرب ,فَحْش
3370,فَحَشَ,فحش,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,0,1,1, لسان العرب ,فَحَاشَة
3371,فَحُشَ,فحش,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,1,1, لسان العرب ,فَحْص
3372,فَحَصَ,فحص,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,1,1, لسان العرب ,فَحْض
3373,فَحَضَ,فحض,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,1,1, لسان العرب,فَحْل
3374,فَحَلَ,فحل,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,1,1, لسان العرب,فَحْم
3375,فَحَمَ,فحم,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,0,1,1, لسان العرب,فُحُوم
3376,فَحَمَ,فحم,فَعَلَ يَفْعَلُ ( فتحتان ),لازم,0,1,1, لسان العرب,فَحَم
3377,فَحِمَ,فحم,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,1, لسان العرب,فُحُومَة
3378,فَحُمَ,فحم,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,1,1, لسان العرب ,فَحْو
3379,فَحَا,فحو,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,0,1,1, لسان العرب ,فَحْي
3380,فَحَى,فحي,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,1,1, لسان العرب ,فَحًى
3381,فَحِيَ,فحي,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,1, لسان العرب ,فَخْت
3382,فَخَتَ,فخت,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,1,1, لسان العرب,فَخَج
3383,فَخَجَ,فخج,فَعَلَ يَفْعَلُ ( فتحتان ),لازم,0,1,1, لسان العرب,فَخَج
3384,فَخِجَ,فخج,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,1, لسان العرب,فَخّ
3385,فَخَّ,فخخ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,1,1, لسان العرب,فَخِيخ
3386,فَخَّ,فخخ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,1, لسان العرب,فَخْذ
3387,فَخَذَ,فخذ,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,1,1, لسان العرب ,فَخْر
3388,فَخَرَ,فخر,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,1,1, لسان العرب ,فَخَار
3389,فَخَرَ,فخر,فَعَلَ يَفْعَلُ ( فتحتان ),لازم,0,1,1, لسان العرب ,فَخَر
3390,فَخِرَ,فخر,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,1, لسان العرب ,فَخْز
3391,فَخَزَ,فخز,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,1,1, لسان العرب,خَدْع
3392,خَدَعَ,خدع,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,1,1, لسان العرب,فَخَز
3393,فَخِزَ,فخز,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,1, لسان العرب,فَخْش
3394,فَخَشَ,فخش,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,1,1, لسان العرب,فُخُومَة
3395,فَخُمَ,فخم,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,1,1, لسان العرب,فَدْح
3396,فَدَحَ,فدح,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,1,1, لسان العرب ,فَدْخ
3397,فَدَخَ,فدخ,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,1,1, لسان العرب ,فَدّ
3398,فَدَّ,فدد,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,1,1, لسان العرب ,فَدْر
3399,فَدَرَ,فدر,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,1,1, لسان العرب ,فَدَر
3400,فَدِرَ,فدر,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,1, لسان العرب,فَدَش
3401,فَدَشَ,فدش,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,1,1, لسان العرب,فَدَع
3402,فَدِعَ,فدع,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,1, لسان العرب,فَدْغ
3403,فَدَغَ,فدغ,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,1,1, لسان العرب,فَدَم
3404,فَدَمَ,فدم,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,1,1, لسان العرب,فَدَامَة
3405,فَدُمَ,فدم,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,1,1, لسان العرب ,فِدَاء
3406,فَدَى,فدي,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,1,1, لسان العرب ,فَدًى
3407,فَذَّ,فذذ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,1,1, لسان العرب ,فَذّ
3408,فَذَّ,فذذ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,1,1, لسان العرب ,فَذِّيذ
3409,فَرَتَ,فرت,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,0,1,1, لسان العرب,فَرْت
3410,فَرِتَ,فرت,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,1, لسان العرب,فَرَت
3411,فَرُتَ,فرت,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,1,1, لسان العرب,فُرُوتَة
3412,فَرَثَ,فرث,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,1,1, لسان العرب,فَرْث
3413,فَرَثَ,فرث,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,1,1, لسان العرب,فُرُوث
3414,فَرِثَ,فرث,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,1, لسان العرب ,فَرَث
3415,فَرَجَ,فرج,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,1,1, لسان العرب ,فَرْج
3416,فَرِجَ,فرج,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,1, لسان العرب ,فَرَج
3417,فَرُجَ,فرج,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,1,1, لسان العرب ,فَرَاجَة
3418,فَرِحَ,فرح,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,1, لسان العرب ,فَرَح
3419,فَرِخَ,فرخ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,1, لسان العرب ,فَرِخ
3420,فَرَدَ,فرد,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,0,1,1, لسان العرب,فَرْد
3421,فَرِدَ,فرد,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,1, لسان العرب,فَرَد
3422,فَرُدَ,فرد,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,1,1, لسان العرب,فُرودة
3423,فَرَّ,فرر,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,0,1,1, لسان العرب,فَرّ
3424,فَرَّ,فرر,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,1,1, لسان العرب,فَرِير
3425,خَدَفَ,خدف,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,1,1, لسان العرب ,خَدَف
3426,فَرَزَ,فرز,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,1,1, لسان العرب ,فَرْز
3427,فَرَسَ,فرس,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,1,1, لسان العرب ,فَرْس
3428,فَرِسَ,فرس,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,1, لسان العرب ,فَرَس
3429,فَرُسَ,فرس,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,1,1, لسان العرب,فَرَاسة
3430,فَرَشَ,فرش,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,1,1, لسان العرب,فَرْش
3431,فَرَشَ,فرش,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,1,1, لسان العرب,فَرَش
3432,فَرَصَ,فرص,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,1,1, لسان العرب,فَرْص
3433,فَرَصَ,فرص,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,1,1, لسان العرب,فَرَص
3434,فَرَضَ,فرض,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,1,1, لسان العرب ,فَرْض
3435,فَرُضَ,فرض,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,1,1, لسان العرب ,فَرَاضة
3436,فَرَطَ,فرط,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,1,1, لسان العرب ,فَرْط
3437,فَرَطَ,فرط,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,1,1, لسان العرب ,فُرُوط
3438,فَرَعَ,فرع,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,1,1, لسان العرب,فَرْع
3439,فَرِعَ,فرع,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,1, لسان العرب,فَرَع
3440,فَرَغَ,فرغ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,1,1, لسان العرب,فَرْغ
3441,فَرَغَ,فرغ,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,1,1, لسان العرب,فُرُوغ
3442,فَرِغَ,فرغ,فَعِلَ يَفْعَلُ ( كسر فتح ),متعدي,0,1,1, لسان العرب,فَرَاغ
3443,فَرُغَ,فرغ,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,1,1, لسان العرب ,فُرُوفة
3444,فَرَقَ,فرق,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,1,1, لسان العرب ,فَرْق
3445,فَرَقَ,فرق,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,1,1, لسان العرب ,فُرُوق
3446,فَرِقَ,فرق,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,1, لسان العرب ,فَرَق
3447,فَرَكَ,فرك,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,1,1, لسان العرب,فَرْك
3448,فَرِكَ,فرك,فَعِلَ يَفْعَلُ ( كسر فتح ),متعدي,0,1,1, لسان العرب,فَرِك
3449,فَرَمَ,فرم,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,1,1, لسان العرب,فَرْم
3450,فَرَهَ,فره,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,0,1,1, لسان العرب,فَرْه
3451,فَرِهَ,فره,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,1, لسان العرب,فَرَه
3452,فَرُهَ,فره,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,1,1, لسان العرب ,فَرَاهة
3453,فَرَى,فري,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,1,1, لسان العرب ,فَرْي
3454,فَرِيَ,فري,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,1, لسان العرب ,فَرًى
3455,خَدِلَ,خدل,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,1, لسان العرب ,خَدَل
3456,فَزَرَ,فزر,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,1,1, لسان العرب,فَزْر
3457,فَزِرَ,فزر,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,1, لسان العرب,فَزَر
3458,فَزَّ,فزز,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,0,1,1, لسان العرب,فَزّ
3459,فَزَّ,فزز,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم,0,1,1, لسان العرب,فَزِيز
3460,فَزَعَ,فزع,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,1,1, لسان العرب,فَزْع
3461,فَزِعَ,فزع,فَعِلَ يَفْعَلُ ( كسر فتح ),متعدي,0,1,1, لسان العرب ,فَزَع
3462,فَسَأَ,فسء,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,1,1, لسان العرب ,فَسْأ
3463,فَسِئَ,فسء,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,1, لسان العرب ,فَسَأ
3464,فَسَجَ,فسج,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,0,1,1, لسان العرب ,فَسْج
3465,فَسَحَ,فسح,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,1,1, لسان العرب,فَسْح
3466,فَسُحَ,فسح,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,1,1, لسان العرب,فَسَاحة
3467,فَسَخَ,فسخ,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,0,1,1, لسان العرب,فَسْخ
3468,فَسِخَ,فسخ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,1, لسان العرب,فَسَخ
3469,فَسَدَ,فسد,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم,0,1,1, لسان العرب,فَسْد
3470,فَسُدَ,فسد,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,1,1, لسان العرب ,فَسَاد
3471,فَسَرَ,فسر,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,1,1, لسان العرب ,فَسْر
3472,فَسَرَ,فسر,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,1,1, لسان العرب ,فَسْر
3473,فَسَقَ,فسق,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,1,1, لسان العرب ,فَسْق
3474,فَسَقَ,فسق,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,0,1,1, لسان العرب,فُسُوق
3475,فَسُقَ,فسق,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,0,1,1, لسان العرب,فَسَاقة
3476,فَسَلَ,فسل,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,0,1,1, لسان العرب,فَسْل
3477,فَسِلَ,فسل,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,0,1,1, لسان العرب,فَسَل
